,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,names,artists
732,0.564,0.911,2,-5.39,1,0.0536,0.159,4.36E-05,0.118,0.582,173.938,audio_features,4YR6Dextuoc3I8nJ0XgzKI,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/audio-analysis/4YR6Dextuoc3I8nJ0XgzKI,226293,4,"Footloose - From ""Footloose"" Soundtrack",['Kenny Loggins']
733,0.764,0.373,2,-7.176,1,0.051,0.249,0.00492,0.0838,0.811,106.704,audio_features,7weLWbJdUz7ZQR4ZJX6l59,spotify:track:7weLWbJdUz7ZQR4ZJX6l59,https://api.spotify.com/v1/tracks/7weLWbJdUz7ZQR4ZJX6l59,https://api.spotify.com/v1/audio-analysis/7weLWbJdUz7ZQR4ZJX6l59,220693,4,Mellow Yellow,['Donovan']
734,0.454,0.666,3,-8.193,1,0.0379,0.758,2.89E-05,0.275,0.894,82.61,audio_features,5Qkixf9OjJp5a4XphaONKO,spotify:track:5Qkixf9OjJp5a4XphaONKO,https://api.spotify.com/v1/tracks/5Qkixf9OjJp5a4XphaONKO,https://api.spotify.com/v1/audio-analysis/5Qkixf9OjJp5a4XphaONKO,112227,4,Surrender,['Elvis Presley']
735,0.593,0.354,9,-10.269,1,0.0288,0.733,0,0.527,0.793,124.63,audio_features,4JchWgAG3RZmCLHcEGf9DZ,spotify:track:4JchWgAG3RZmCLHcEGf9DZ,https://api.spotify.com/v1/tracks/4JchWgAG3RZmCLHcEGf9DZ,https://api.spotify.com/v1/audio-analysis/4JchWgAG3RZmCLHcEGf9DZ,170874,4,Chapel of Love,['The Dixie Cups']
736,0.622,0.522,7,-10.759,0,0.0623,0.729,4.45E-06,0.128,0.699,90.193,audio_features,0vZXYvXqtaCQI3mpz8d8dg,spotify:track:0vZXYvXqtaCQI3mpz8d8dg,https://api.spotify.com/v1/tracks/0vZXYvXqtaCQI3mpz8d8dg,https://api.spotify.com/v1/audio-analysis/0vZXYvXqtaCQI3mpz8d8dg,217600,4,"Baby, Come To Me","['Patti Austin', 'James Ingram']"
737,0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31E-06,0.111,0.461,98.055,audio_features,3V7ViQM2u4rHI7TWzKLfC6,spotify:track:3V7ViQM2u4rHI7TWzKLfC6,https://api.spotify.com/v1/tracks/3V7ViQM2u4rHI7TWzKLfC6,https://api.spotify.com/v1/audio-analysis/3V7ViQM2u4rHI7TWzKLfC6,281613,4,My Lovin' (You're Never Gonna Get It),['En Vogue']
738,0.925,0.744,0,-5.79,1,0.367,0.0644,0,0.0888,0.656,93.02,audio_features,0jSMveIWvnhDIvzqN74Uc7,spotify:track:0jSMveIWvnhDIvzqN74Uc7,https://api.spotify.com/v1/tracks/0jSMveIWvnhDIvzqN74Uc7,https://api.spotify.com/v1/audio-analysis/0jSMveIWvnhDIvzqN74Uc7,243227,4,Tipsy - Club Mix,['J-Kwon']
739,0.722,0.595,1,-9.928,0,0.0415,0.284,0.00054,0.0694,0.738,79.981,audio_features,751gBcu62kORDelX7FV0mM,spotify:track:751gBcu62kORDelX7FV0mM,https://api.spotify.com/v1/tracks/751gBcu62kORDelX7FV0mM,https://api.spotify.com/v1/audio-analysis/751gBcu62kORDelX7FV0mM,217827,4,Thank You,['Dido']
740,0.78,0.665,11,-7.233,1,0.0257,0.051,0.0454,0.111,0.963,96.951,audio_features,4Wljbzc4Zg0Vxv4QAM3tYB,spotify:track:4Wljbzc4Zg0Vxv4QAM3tYB,https://api.spotify.com/v1/tracks/4Wljbzc4Zg0Vxv4QAM3tYB,https://api.spotify.com/v1/audio-analysis/4Wljbzc4Zg0Vxv4QAM3tYB,232800,4,The Tide Is High - Edit,['Blondie']
741,0.814,0.454,10,-10.802,1,0.0413,0.133,0.839,0.0863,0.903,99.265,audio_features,7znZstuIvZjldNIO1E11U4,spotify:track:7znZstuIvZjldNIO1E11U4,https://api.spotify.com/v1/tracks/7znZstuIvZjldNIO1E11U4,https://api.spotify.com/v1/audio-analysis/7znZstuIvZjldNIO1E11U4,457400,4,Rise,['Herb Alpert']
742,0.854,0.692,7,-6.625,1,0.0479,0.0668,0,0.247,0.753,101.865,audio_features,06iMqWThw4w8fTFyccvOwr,spotify:track:06iMqWThw4w8fTFyccvOwr,https://api.spotify.com/v1/tracks/06iMqWThw4w8fTFyccvOwr,https://api.spotify.com/v1/audio-analysis/06iMqWThw4w8fTFyccvOwr,291782,4,Ride Wit Me,"['Nelly', 'City Spud']"
743,0.843,0.959,6,-4.933,0,0.0914,0.0913,0,0.408,0.923,135.988,audio_features,2QLEN3RVunMas7j0PHjeAT,spotify:track:2QLEN3RVunMas7j0PHjeAT,https://api.spotify.com/v1/tracks/2QLEN3RVunMas7j0PHjeAT,https://api.spotify.com/v1/audio-analysis/2QLEN3RVunMas7j0PHjeAT,451440,4,C'mon N' Ride It (The Train),"[""Quad City DJ's""]"
744,0.476,0.679,2,-10.239,0,0.0365,0.636,3.36E-06,0.4,0.833,129.588,audio_features,3AiNMvAwd6s9xbcate0TQC,spotify:track:3AiNMvAwd6s9xbcate0TQC,https://api.spotify.com/v1/tracks/3AiNMvAwd6s9xbcate0TQC,https://api.spotify.com/v1/audio-analysis/3AiNMvAwd6s9xbcate0TQC,124667,4,Five O'clock World,['The Vogues']
745,0.554,0.49,4,-8.046,1,0.0457,0.0168,0.000534,0.136,0.513,84.275,audio_features,23NPGXlSaIqWzvxIRhM2oG,spotify:track:23NPGXlSaIqWzvxIRhM2oG,https://api.spotify.com/v1/tracks/23NPGXlSaIqWzvxIRhM2oG,https://api.spotify.com/v1/audio-analysis/23NPGXlSaIqWzvxIRhM2oG,265507,4,Under the Bridge,['Red Hot Chili Peppers']
746,0.864,0.516,7,-7.247,1,0.24,0.0368,0,0.259,0.839,82.994,audio_features,5tXEx6JhF9FkP1fBlgFlCl,spotify:track:5tXEx6JhF9FkP1fBlgFlCl,https://api.spotify.com/v1/tracks/5tXEx6JhF9FkP1fBlgFlCl,https://api.spotify.com/v1/audio-analysis/5tXEx6JhF9FkP1fBlgFlCl,270933,4,Grillz,"['Nelly', 'Paul Wall', 'Ali & Gipp']"
747,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54E-05,0.134,0.513,139.148,audio_features,49MHCPzvMLXhRjDantBMVH,spotify:track:49MHCPzvMLXhRjDantBMVH,https://api.spotify.com/v1/tracks/49MHCPzvMLXhRjDantBMVH,https://api.spotify.com/v1/audio-analysis/49MHCPzvMLXhRjDantBMVH,290573,4,Just the Way You Are,['Billy Joel']
748,0.527,0.684,8,-7.15,1,0.0292,0.126,0.000569,0.199,0.659,131.682,audio_features,7xLd5AHGfWy4S1Sb83LdA4,spotify:track:7xLd5AHGfWy4S1Sb83LdA4,https://api.spotify.com/v1/tracks/7xLd5AHGfWy4S1Sb83LdA4,https://api.spotify.com/v1/audio-analysis/7xLd5AHGfWy4S1Sb83LdA4,149280,4,Kicks - Single Version,"['Paul Revere & The Raiders', 'Mark Lindsay']"
749,0.635,0.712,8,-4.998,1,0.0283,0.0811,0,0.322,0.423,91.024,audio_features,4OnZR9U5JRFGF1Yza9j579,spotify:track:4OnZR9U5JRFGF1Yza9j579,https://api.spotify.com/v1/tracks/4OnZR9U5JRFGF1Yza9j579,https://api.spotify.com/v1/audio-analysis/4OnZR9U5JRFGF1Yza9j579,257960,4,I Can Love You Like That,['All-4-One']
750,0.647,0.454,7,-9.954,1,0.0545,0.849,0,0.212,0.88,64.56,audio_features,2XNoOrbIlv70V1siXeBokl,spotify:track:2XNoOrbIlv70V1siXeBokl,https://api.spotify.com/v1/tracks/2XNoOrbIlv70V1siXeBokl,https://api.spotify.com/v1/audio-analysis/2XNoOrbIlv70V1siXeBokl,160800,4,Alley Oop,['The Hollywood Argyles']
751,0.772,0.184,1,-11.158,1,0.0358,0.837,0.863,0.102,0.526,95.262,audio_features,2K3milESv64V65b34PgY6y,spotify:track:2K3milESv64V65b34PgY6y,https://api.spotify.com/v1/tracks/2K3milESv64V65b34PgY6y,https://api.spotify.com/v1/audio-analysis/2K3milESv64V65b34PgY6y,142093,3,Sleepwalk,['Santo & Johnny']
752,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,audio_features,6IIcvtmuGpWIasqOpyGlyY,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/tracks/6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/audio-analysis/6IIcvtmuGpWIasqOpyGlyY,196000,4,"Tighten Up, Pt. 1",['Archie Bell & The Drells']
753,0.65,0.531,4,-8.335,1,0.0364,0.457,0,0.249,0.487,78.946,audio_features,2aBxt229cbLDOvtL7Xbb9x,spotify:track:2aBxt229cbLDOvtL7Xbb9x,https://api.spotify.com/v1/tracks/2aBxt229cbLDOvtL7Xbb9x,https://api.spotify.com/v1/audio-analysis/2aBxt229cbLDOvtL7Xbb9x,258133,4,Always Be My Baby,['Mariah Carey']
754,0.719,0.338,4,-11.175,0,0.0418,0.851,3.33E-06,0.348,0.751,128.346,audio_features,1GVafg6PWpBt5rWTMruzwG,spotify:track:1GVafg6PWpBt5rWTMruzwG,https://api.spotify.com/v1/tracks/1GVafg6PWpBt5rWTMruzwG,https://api.spotify.com/v1/audio-analysis/1GVafg6PWpBt5rWTMruzwG,165480,4,Sunny,['Bobby Hebb']
755,0.699,0.738,7,-9.149,1,0.043,0.716,0,0.601,0.944,131.909,audio_features,5kaSsrPXigUdXT3ouutukR,spotify:track:5kaSsrPXigUdXT3ouutukR,https://api.spotify.com/v1/tracks/5kaSsrPXigUdXT3ouutukR,https://api.spotify.com/v1/audio-analysis/5kaSsrPXigUdXT3ouutukR,154333,4,Chain Gang,['Sam Cooke']
756,0.597,0.554,11,-14.144,0,0.0425,0.029,0,0.0766,0.963,117.835,audio_features,3bWGaqVeYKMlLss40mPgNn,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4,"Hello, I Love You",['The Doors']
757,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160,4,Livin' la Vida Loca,['Ricky Martin']
758,0.497,0.349,7,-14,1,0.0297,0.0929,0.028,0.259,0.421,113.762,audio_features,5gOd6zDC8vhlYjqbQdJVWP,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/tracks/5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/audio-analysis/5gOd6zDC8vhlYjqbQdJVWP,365627,4,Baker Street,['Gerry Rafferty']
759,0.506,0.552,0,-10.814,1,0.0295,0.819,1.85E-06,0.183,0.492,104.513,audio_features,2EV1QIypzlJcynYfZZZaJ5,spotify:track:2EV1QIypzlJcynYfZZZaJ5,https://api.spotify.com/v1/tracks/2EV1QIypzlJcynYfZZZaJ5,https://api.spotify.com/v1/audio-analysis/2EV1QIypzlJcynYfZZZaJ5,196773,4,Ruby Tuesday,['The Rolling Stones']
760,0.906,0.584,8,-7.72,0,0.316,0.0576,0,0.128,0.831,129.055,audio_features,1D066zixBwqFYqBhKgdPzp,spotify:track:1D066zixBwqFYqBhKgdPzp,https://api.spotify.com/v1/tracks/1D066zixBwqFYqBhKgdPzp,https://api.spotify.com/v1/audio-analysis/1D066zixBwqFYqBhKgdPzp,292373,4,Fergalicious,"['Fergie', 'will.i.am']"
761,0.691,0.437,7,-11.624,1,0.0655,0.328,2.31E-05,0.261,0.568,96.541,audio_features,170KEX2yqDDY8THliU4wff,spotify:track:170KEX2yqDDY8THliU4wff,https://api.spotify.com/v1/tracks/170KEX2yqDDY8THliU4wff,https://api.spotify.com/v1/audio-analysis/170KEX2yqDDY8THliU4wff,246400,4,Spinning Wheel - Single Version,"['Blood, Sweat & Tears']"
762,0.602,0.456,6,-13.784,0,0.0489,0.721,2.00E-05,0.103,0.787,91.995,audio_features,3CJ60azPXtva8OdBsxSA7a,spotify:track:3CJ60azPXtva8OdBsxSA7a,https://api.spotify.com/v1/tracks/3CJ60azPXtva8OdBsxSA7a,https://api.spotify.com/v1/audio-analysis/3CJ60azPXtva8OdBsxSA7a,234347,4,Mrs. Robinson - Single Mix,['Simon & Garfunkel']
763,0.374,0.292,6,-9.404,0,0.0319,0.869,0.000581,0.108,0.497,169.685,audio_features,6QOg1CWFpLAsIK7I54JX4G,spotify:track:6QOg1CWFpLAsIK7I54JX4G,https://api.spotify.com/v1/tracks/6QOg1CWFpLAsIK7I54JX4G,https://api.spotify.com/v1/audio-analysis/6QOg1CWFpLAsIK7I54JX4G,310213,3,Those Were The Days - Remastered,['Mary Hopkin']
764,0.507,0.815,0,-5.698,1,0.0344,0.242,0,0.0609,0.74,170.861,audio_features,4a5n6foBRJJ1usnTErSPwR,spotify:track:4a5n6foBRJJ1usnTErSPwR,https://api.spotify.com/v1/tracks/4a5n6foBRJJ1usnTErSPwR,https://api.spotify.com/v1/audio-analysis/4a5n6foBRJJ1usnTErSPwR,157507,4,"Gypsys, Tramps & Thieves",['Cher']
765,0.886,0.491,8,-12.589,1,0.171,0.29,2.46E-06,0.229,0.971,93.236,audio_features,2Bls0igCm79XQQ95IoUbhq,spotify:track:2Bls0igCm79XQQ95IoUbhq,https://api.spotify.com/v1/tracks/2Bls0igCm79XQQ95IoUbhq,https://api.spotify.com/v1/audio-analysis/2Bls0igCm79XQQ95IoUbhq,164560,4,Mr. Big Stuff,['Jean Knight']
766,0.725,0.374,0,-8.018,1,0.0386,0.577,0,0.107,0.82,128.569,audio_features,2WRPCPMu1Qadq0J7Af8aCC,spotify:track:2WRPCPMu1Qadq0J7Af8aCC,https://api.spotify.com/v1/tracks/2WRPCPMu1Qadq0J7Af8aCC,https://api.spotify.com/v1/audio-analysis/2WRPCPMu1Qadq0J7Af8aCC,143600,4,A Hundred Pounds Of Clay - 1995 Digital Remaster,['Gene McDaniels']
767,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,audio_features,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/tracks/1GrikfH0jDejDvrxo84n4P,https://api.spotify.com/v1/audio-analysis/1GrikfH0jDejDvrxo84n4P,301200,4,Together Again,['Janet Jackson']
768,0.507,0.56,1,-8.118,0,0.0473,0.554,0,0.0517,0.645,143.259,audio_features,36ckFm0oicmvX8bWEErIHd,spotify:track:36ckFm0oicmvX8bWEErIHd,https://api.spotify.com/v1/tracks/36ckFm0oicmvX8bWEErIHd,https://api.spotify.com/v1/audio-analysis/36ckFm0oicmvX8bWEErIHd,155960,4,You Were On My Mind,['We Five']
769,0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,audio_features,1jlG3KJ3gdYmhfuySFfpO1,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/audio-analysis/1jlG3KJ3gdYmhfuySFfpO1,223067,3,I'm with You,['Avril Lavigne']
770,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.702,138.007,audio_features,7wBThXx7BGZHJJ3aN3OPvv,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,https://api.spotify.com/v1/tracks/7wBThXx7BGZHJJ3aN3OPvv,https://api.spotify.com/v1/audio-analysis/7wBThXx7BGZHJJ3aN3OPvv,211200,4,Confessions Part II,['Usher']
771,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,audio_features,3K7Q9PHUWPTaknlbFPThn2,spotify:track:3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/tracks/3K7Q9PHUWPTaknlbFPThn2,https://api.spotify.com/v1/audio-analysis/3K7Q9PHUWPTaknlbFPThn2,298867,4,Celebration,['Kool & The Gang']
772,0.437,0.573,6,-5.408,1,0.0335,0.535,5.50E-05,0.122,0.533,136.808,audio_features,1stir47TleHwabdeLVqHue,spotify:track:1stir47TleHwabdeLVqHue,https://api.spotify.com/v1/tracks/1stir47TleHwabdeLVqHue,https://api.spotify.com/v1/audio-analysis/1stir47TleHwabdeLVqHue,204800,4,Touch Me In The Morning,['Diana Ross']
773,0.495,0.595,11,-7.57,1,0.0443,0.246,0,0.236,0.392,85.341,audio_features,4oGTdOClZUxcM2H3UmXlwL,spotify:track:4oGTdOClZUxcM2H3UmXlwL,https://api.spotify.com/v1/tracks/4oGTdOClZUxcM2H3UmXlwL,https://api.spotify.com/v1/audio-analysis/4oGTdOClZUxcM2H3UmXlwL,225933,4,Ironic,['Alanis Morissette']
774,0.293,0.333,9,-9.869,0,0.0323,0.902,3.63E-05,0.114,0.189,129.141,audio_features,4BwgExU3hrIhmnI9XJZHYz,spotify:track:4BwgExU3hrIhmnI9XJZHYz,https://api.spotify.com/v1/tracks/4BwgExU3hrIhmnI9XJZHYz,https://api.spotify.com/v1/audio-analysis/4BwgExU3hrIhmnI9XJZHYz,216960,4,Love On The Rocks,['Neil Diamond']
775,0.657,0.854,5,-7.13,1,0.0333,0.0136,0.0377,0.0642,0.968,122.411,audio_features,04AEbsZ3URx5oxxNaX9doH,spotify:track:04AEbsZ3URx5oxxNaX9doH,https://api.spotify.com/v1/tracks/04AEbsZ3URx5oxxNaX9doH,https://api.spotify.com/v1/audio-analysis/04AEbsZ3URx5oxxNaX9doH,212507,4,Start Me Up,['The Rolling Stones']
776,0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4,"Sugar, We're Goin Down",['Fall Out Boy']
777,0.7,0.85,2,-8.351,1,0.0592,0.0946,1.14E-06,0.122,0.971,168.835,audio_features,2c2DZHcSLqfCfGEkRMVt1T,spotify:track:2c2DZHcSLqfCfGEkRMVt1T,https://api.spotify.com/v1/tracks/2c2DZHcSLqfCfGEkRMVt1T,https://api.spotify.com/v1/audio-analysis/2c2DZHcSLqfCfGEkRMVt1T,203317,4,Queen Of Hearts,['Juice Newton']
778,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,audio_features,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,272107,4,All I Wanna Do,['Sheryl Crow']
779,0.735,0.693,1,-5.644,0,0.0294,0.0296,0,0.0836,0.626,115.04,audio_features,6wAV49hRfOiCTHztORMy8Y,spotify:track:6wAV49hRfOiCTHztORMy8Y,https://api.spotify.com/v1/tracks/6wAV49hRfOiCTHztORMy8Y,https://api.spotify.com/v1/audio-analysis/6wAV49hRfOiCTHztORMy8Y,200293,4,Crush,['Jennifer Paige']
780,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31E-05,0.671,0.765,126.03,audio_features,455AfCsOhhLPRc68sE01D8,spotify:track:455AfCsOhhLPRc68sE01D8,https://api.spotify.com/v1/tracks/455AfCsOhhLPRc68sE01D8,https://api.spotify.com/v1/audio-analysis/455AfCsOhhLPRc68sE01D8,230747,4,Last Friday Night (T.G.I.F.),['Katy Perry']
781,0.629,0.533,9,-6.21,0,0.0412,0.536,0,0.23,0.42,98.354,audio_features,0XaJ8Fk3d8eZa9RZGUat0e,spotify:track:0XaJ8Fk3d8eZa9RZGUat0e,https://api.spotify.com/v1/tracks/0XaJ8Fk3d8eZa9RZGUat0e,https://api.spotify.com/v1/audio-analysis/0XaJ8Fk3d8eZa9RZGUat0e,187107,4,I'm Gonna Make You Love Me,"['Diana Ross & The Supremes', 'The Temptations']"
782,0.561,0.442,10,-10.687,1,0.0243,0.329,0,0.24,0.267,82.996,audio_features,3CUV8wsoTTKznGpEovrnZw,spotify:track:3CUV8wsoTTKznGpEovrnZw,https://api.spotify.com/v1/tracks/3CUV8wsoTTKznGpEovrnZw,https://api.spotify.com/v1/audio-analysis/3CUV8wsoTTKznGpEovrnZw,267600,4,Sometimes Love Just Ain't Enough,"['Patty Smyth', 'Don Henley']"
783,0.315,0.534,9,-7.552,0,0.031,0.000825,0.108,0.101,0.283,116.891,audio_features,61Q9oJNd9hJQFhSDh6Qlap,spotify:track:61Q9oJNd9hJQFhSDh6Qlap,https://api.spotify.com/v1/tracks/61Q9oJNd9hJQFhSDh6Qlap,https://api.spotify.com/v1/audio-analysis/61Q9oJNd9hJQFhSDh6Qlap,269720,3,House Of The Rising Sun,['The Animals']
784,0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,85.996,audio_features,0YImOCkIJ2PWhCXaURCZnY,spotify:track:0YImOCkIJ2PWhCXaURCZnY,https://api.spotify.com/v1/tracks/0YImOCkIJ2PWhCXaURCZnY,https://api.spotify.com/v1/audio-analysis/0YImOCkIJ2PWhCXaURCZnY,324307,4,I Know What You Want (feat. Flipmode Squad),"['Busta Rhymes', 'Mariah Carey', 'Flipmode Squad']"
785,0.702,0.89,7,-3.794,1,0.214,0.0701,0,0.385,0.887,166.115,audio_features,49YeEoXjdJBaVOjghMPEdR,spotify:track:49YeEoXjdJBaVOjghMPEdR,https://api.spotify.com/v1/tracks/49YeEoXjdJBaVOjghMPEdR,https://api.spotify.com/v1/audio-analysis/49YeEoXjdJBaVOjghMPEdR,210427,4,Check On It (feat. Slim Thug),"['Beyoncé', 'Slim Thug']"
786,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4,Yesterday - Remastered 2009,['The Beatles']
787,0.769,0.595,4,-11.796,0,0.028,0.0588,0,0.18,0.969,113.971,audio_features,2bZswvNGESo7MKeg7SQ9rp,spotify:track:2bZswvNGESo7MKeg7SQ9rp,https://api.spotify.com/v1/tracks/2bZswvNGESo7MKeg7SQ9rp,https://api.spotify.com/v1/audio-analysis/2bZswvNGESo7MKeg7SQ9rp,256673,4,Say It Isn't So,['Daryl Hall & John Oates']
788,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,audio_features,4IoYz8XqqdowINzfRrFnhi,spotify:track:4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/tracks/4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/audio-analysis/4IoYz8XqqdowINzfRrFnhi,241853,4,You Found Me,['The Fray']
789,0.787,0.326,1,-14.809,1,0.0836,0.42,0.0265,0.0514,0.608,95.892,audio_features,70AhDADPvD8cRhjfgBUjhZ,spotify:track:70AhDADPvD8cRhjfgBUjhZ,https://api.spotify.com/v1/tracks/70AhDADPvD8cRhjfgBUjhZ,https://api.spotify.com/v1/audio-analysis/70AhDADPvD8cRhjfgBUjhZ,237667,4,Just The Two Of Us,"['Grover Washington, Jr.', 'Bill Withers']"
790,0.493,0.483,11,-8.724,1,0.0301,0.429,1.87E-06,0.177,0.748,107.192,audio_features,3rGnV4uIpfd9OE8hKvnWzt,spotify:track:3rGnV4uIpfd9OE8hKvnWzt,https://api.spotify.com/v1/tracks/3rGnV4uIpfd9OE8hKvnWzt,https://api.spotify.com/v1/audio-analysis/3rGnV4uIpfd9OE8hKvnWzt,131080,3,I'm Leaving It Up To You,['Dale & Grace']
791,0.335,0.508,8,-9.397,1,0.0527,0.492,9.65E-05,0.0787,0.407,199.517,audio_features,70MH7MTkVLApy8szKF3T7A,spotify:track:70MH7MTkVLApy8szKF3T7A,https://api.spotify.com/v1/tracks/70MH7MTkVLApy8szKF3T7A,https://api.spotify.com/v1/audio-analysis/70MH7MTkVLApy8szKF3T7A,284960,3,Me and Mrs. Jones,['Billy Paul']
792,0.419,0.432,5,-11.235,1,0.0318,0.427,7.42E-06,0.0691,0.151,120.266,audio_features,6W5B2atlbrHdC8vy8c3df8,spotify:track:6W5B2atlbrHdC8vy8c3df8,https://api.spotify.com/v1/tracks/6W5B2atlbrHdC8vy8c3df8,https://api.spotify.com/v1/audio-analysis/6W5B2atlbrHdC8vy8c3df8,248000,4,My Love,"['Paul McCartney', 'Wings']"
793,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,audio_features,2N5zMZX7YeL1tico8oQxa9,spotify:track:2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/tracks/2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/audio-analysis/2N5zMZX7YeL1tico8oQxa9,182066,4,Crazy,['Gnarls Barkley']
794,0.595,0.932,2,-3.255,1,0.0496,0.0691,0.000329,0.0608,0.672,119.81,audio_features,56hSJsDC7xZSC3QZ2xaCcf,spotify:track:56hSJsDC7xZSC3QZ2xaCcf,https://api.spotify.com/v1/tracks/56hSJsDC7xZSC3QZ2xaCcf,https://api.spotify.com/v1/audio-analysis/56hSJsDC7xZSC3QZ2xaCcf,254213,4,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,"['Santana', 'Michelle Branch']"
795,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,audio_features,7tawDKBYV9059X92D6dr7R,spotify:track:7tawDKBYV9059X92D6dr7R,https://api.spotify.com/v1/tracks/7tawDKBYV9059X92D6dr7R,https://api.spotify.com/v1/audio-analysis/7tawDKBYV9059X92D6dr7R,240427,4,Clumsy,['Fergie']
796,0.591,0.472,10,-4.906,1,0.0261,0.733,0,0.0987,0.627,114.097,audio_features,12hsFYutVC3FUAFDTak7hP,spotify:track:12hsFYutVC3FUAFDTak7hP,https://api.spotify.com/v1/tracks/12hsFYutVC3FUAFDTak7hP,https://api.spotify.com/v1/audio-analysis/12hsFYutVC3FUAFDTak7hP,172460,3,16 Candles,['The Crests']
797,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4,Wannabe,['Spice Girls']
798,0.795,0.71,9,-4.746,0,0.0392,0.443,0.0215,0.344,0.845,109.689,audio_features,3hJLKtTpgct9Y9wKww0BiR,spotify:track:3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/tracks/3hJLKtTpgct9Y9wKww0BiR,https://api.spotify.com/v1/audio-analysis/3hJLKtTpgct9Y9wKww0BiR,288667,4,Miss You - Remastered,['The Rolling Stones']
