,names,uri,artists
2277,Sister Golden Hair,spotify:track:6Dskbp8RSb2OoJN4ajspVi,['America']
2278,You're the One,spotify:track:28D8EcgQF7KygPFMgjh0DX,['The Vogues']
2279,Stray Cat Strut,spotify:track:5yogRsv5ggT6iCnFgvdpho,['Stray Cats']
2280,Stoned Love,spotify:track:0K78obovQkoqbBGTNuLeAI,['The Supremes']
2281,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",spotify:track:225xvV8r1yKMHErSWivnow,['Aerosmith']
2282,Show Me the Meaning of Being Lonely,spotify:track:3BsaRV5QIulYz2lV9WWa8T,['Backstreet Boys']
2283,I'm Your Angel,spotify:track:4T6F8QqIg6SuAIZtnJiYN1,"['Céline Dion', 'R. Kelly']"
2284,Higher Ground,spotify:track:14Tf6jvXvJQyYMxBKNKfeR,['Stevie Wonder']
2285,Funny Face,spotify:track:25X2aVZDUjPPxRWCmeYej5,['Donna Fargo']
2286,I've Told Every Little Star,spotify:local:Linda+Scott:Billboard+Top+100+of+1961:I%27ve+Told+Every+Little+Star:136,['Linda Scott']
2287,Let's Dance,spotify:track:2Qm5DrmotzWvqNM3JlcQYo,['Chris Montez']
2288,I'm Gonna Miss You,spotify:track:1ffAMndLMFbKHpXuIDBwc1,['Milli Vanilli']
2289,Don't give up on us,spotify:track:23IWhAK0cYRwnBT5EE8i3u,['David Soul']
2290,When You're In Love With A Beautiful Woman,spotify:track:5hZEoJNMf6VGaKQ177GQKv,['Dr. Hook']
2291,Band of Gold (with Ray Conniff & His Orchestra & Chorus),spotify:track:0zWhhHBG8CiCZSseDlJpc1,"['Don Cherry', 'Ray Conniff']"
2292,I Want Your Sex - Pts. 1 & 2 Remastered,spotify:track:6QnFHieoch6U9J8zfv6hml,['George Michael']
2293,"On Our Own - From ""Ghostbusters II"" Soundtrack",spotify:track:57raEIQFW4OGTIxYvp2nDy,['Bobby Brown']
2294,Hold You Tight,spotify:track:0otWaD7P1jqYsb0qSHNo6J,['Tara Kemp']
2295,Ebb Tide,spotify:track:1NYUaFd5xjagpyGRhZYNE0,['The Righteous Brothers']
2296,Short People,spotify:track:53yBKCc5S7u8zzutqepkiT,['Randy Newman']
2297,Don't Wanna Fall in Love,spotify:track:6eozUVzr02EXMji1vuxgiP,['Jane Child']
2298,Higher Love - Single Version,spotify:track:7yDmjiDuIlGTaWgmvSK9FJ,['Steve Winwood']
2299,Dark Lady,spotify:track:2YpSUT3PVayayO5Mg10lv1,['Cher']
2300,Come on over Baby (All I Want Is You) - Radio Version,spotify:track:6kopVeL3LeqECoqKX1Wng2,['Christina Aguilera']
2301,All By Myself,spotify:track:2FSaEOwQId0LYu5o49dbrG,['Eric Carmen']
2302,C'mon And Swim,spotify:track:7LAMmINm2WrXyvFAD1iVnD,['Bobby Freeman']
2303,"Corinna, Corinna",spotify:track:1jnbu1z52a8fmU3clOiVEG,['Ray Peterson']
2304,She Cried,spotify:track:6MQdBUknEEIKktUGg4NMzO,['Jay & The Americans']
2305,Please Mr. Postman,spotify:track:6RMo3zv9VjmcGi4V5O3cOL,['Carpenters']
2306,Step by Step,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,['New Kids On The Block']
2307,Shake Your Body (Down to the Ground),spotify:track:3uPNgO5ASB2CAyfGvvzJhG,['The Jacksons']
2308,Hitchin' A Ride,spotify:track:6WYBsxmFDMcQavxct2yWt6,['Vanity Fare']
2309,Bernadette,spotify:track:4j7Ehav8SUUgSePBptGxTi,['Four Tops']
2310,You're My Everything,spotify:track:3GPj3XfdsrWSvlMWcsJKrZ,['The Temptations']
2311,Still The Same,spotify:track:1Ryxsiacu8pUXIMCVnIQ8J,['Bob Seger']
2312,Toy Soldiers,spotify:track:6YHpaawV0C88rwt2bQE6jV,['Martika']
2313,The Look,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,['Roxette']
2314,4 Seasons Of Loneliness,spotify:track:027tq4cWr0kRxLTfdxvM1L,['Boyz II Men']
2315,One On One,spotify:track:4KcshFM1IjZStr8ROGhYzN,['Daryl Hall & John Oates']
2316,Don't Let the Sun Catch You Crying (Main) - Mono,spotify:track:6tGM67aMvpDRfbbFgDPkDE,['Gerry & The Pacemakers']
2317,Cold as Ice,spotify:track:7vidktgNZFQylTgH1GEnMs,['Foreigner']
2318,Looks Like We Made It,spotify:track:2FtLky5sftRTZuX2IXsD8L,['Barry Manilow']
2319,Sara,spotify:track:6V775dYuMO5BKjo9C3nhqL,['Starship']
2320,Go Jimmy Go,spotify:track:0bQZqZqMPOTIxwHKzBbmwq,['Jimmy Clanton']
2321,Hurdy Gurdy Man,spotify:track:7AL6qzIDHIX7pEUWrzNiIs,['Donovan']
2322,I Keep Forgettin' (Every Time You're Near),spotify:track:5GvWrvLIqoHroq7YvO260M,['Michael McDonald']
2323,Double Vision,spotify:track:0fsj3HxzBHev6EJ7OLFE3r,['Foreigner']
2324,Here I Am (Just When I Thought I Was Over You),spotify:track:0sXoeBI4ew8V4NyO4gyT8a,['Air Supply']
2325,Lyin' Eyes - 2013 Remaster,spotify:track:0i74VE2iKY9ynQaBPzkzAm,['Eagles']
2326,"Mercy, Mercy, Mercy",spotify:track:6un3zjWCZNU3SgNBrIviXX,['The Buckinghams']
2327,A Teenager's Romance,spotify:track:1Qn5jElT7XqjvVeJ8pYM2w,['Ricky Nelson']
2328,Everybody Loves A Clown,spotify:track:1hLbbm3WOREqrulZgN95Hb,['Gary Lewis & The Playboys']
2329,I'll Be There For You,spotify:track:4RbgFlvnCoO8JmzBCxCTwu,['Bon Jovi']
2330,Rebel Rouser,spotify:track:63yt6Mgqctq0CspSF7KhlO,['Duane Eddy']
2331,Anything for You,spotify:track:3bTs8B3BQe3KwP5WQiN08h,"['Gloria Estefan', 'Miami Sound Machine']"
2332,Sweet Dreams,spotify:track:1FKxKGONukVFXWVJxAKmlz,['Beyoncé']
2333,Tom's Diner,spotify:track:7f9sC9fvtjYSZYOLSmKJlq,"['Suzanne Vega', 'DNA']"
2334,Allegheny Moon,spotify:track:4ciJDoVpadbCubmi56drDk,['Patti Page']
2335,The Freshmen,spotify:track:21jEuMn2lf37715rwjow2M,['The Verve Pipe']
2336,You Belong To The City,spotify:track:26bNrOZYAO8MISgmJ0aj11,['Glenn Frey']
2337,Put A Little Love In Your Heart,spotify:track:1fQn0TtyvkS6PjdVOitG4p,['Jackie DeShannon']
2338,Bust A Move,spotify:track:2EwS2VaAsnGrwMkpJaIjug,['Young MC']
2339,Tallahassee Lassie,spotify:track:5dDs13F0oo7XngcEIgRb2m,['Freddy Cannon']
2340,Saturday Night,spotify:track:2bEyzmtdGQit64sIGzBoBc,['Bay City Rollers']
2341,Overnight Celebrity,spotify:track:2tOZtdbkAMQASWokLvSlzj,['Twista']
2342,Some Kind Of Wonderful,spotify:track:6LnjelBSl5xYpdfhfFTJbX,['Grand Funk Railroad']
2343,Draggin' the Line - Single Version,spotify:track:1LbGvQCflPySYbKYehX3xh,['Tommy James']
2344,U Know What's Up,spotify:track:3seflYvRN3gmh50Iih5yMd,['Donell Jones']
2345,Cars - Remastered 2009,spotify:track:0FHs04UuTgcj1bAWfxbrFw,['Gary Numan']
2346,Hello Stranger,spotify:track:7v8YDCoM60xCPuSbXerImD,['Barbara Lewis']
2347,Loverboy,spotify:track:5Y1woEKqECrtxk7lGNlL4V,['Billy Ocean']
2348,If You Don't Know Me by Now - 2008 Remaster,spotify:track:7DFawVSjI88xR9mjnWwURg,['Simply Red']
2349,Star Wars Theme/Cantina Band,spotify:track:7niF1luhYmc28ivQbFm3f0,['Meco']
2350,Love Will Lead You Back,spotify:track:4CyvKTtdLUiKAYnmMMPNIl,['Taylor Dayne']
2351,How You Gonna Act Like That,spotify:track:3OUApyz3jDB3syGUNGqB1d,['Tyrese']
2352,Yellow Submarine - Remastered 2015,spotify:track:7zRmGvtSy36Jr19U5OInJT,['The Beatles']
2353,Speedy Gonzales,spotify:track:6rBb7xcuswLyZ1Aco8kG8v,['Pat Boone']
2354,She's Not You,spotify:track:7ntXUTgbm0PHd68xlS7QOC,['Elvis Presley']
2355,"Which Way You Goin', Billy?",spotify:track:0nF1CUagIOVyn5pIzf4PGr,['The Poppy Family']
2356,Mony Mony - Live,spotify:track:34g39urr0UaTMVltUI9jp4,['Billy Idol']
2357,So Much in Love,spotify:track:1J1Wz0UPt4NPp4MMwSJCcz,['All-4-One']
2358,Lotta Love,spotify:track:2bS2tETCzUmjALnXEvhOGo,['Nicolette Larson']
2359,The Heart Of Rock And Roll,spotify:track:715sEYWkafd4xvl87dwZgu,['Huey Lewis & The News']
2360,Barbara Ann - Remastered,spotify:track:2pw36KAhXcFPmYaPHmuMNd,['The Beach Boys']
2361,Bus Stop - 2003 Remaster,spotify:track:6acDfQx6xLYnNIikaKihaB,['The Hollies']
2362,Nadia's Theme (Theme from the Young and Restless),spotify:track:3gO8JJElqnMvckLjdCgzFc,['Barry DeVorzon']
2363,Baby I'm-a Want You,spotify:track:7IX2e7pEShera9T1QIMvi7,['Bread']
2364,"Wild, Wild West",spotify:track:3aYeGpHny2PVVDqbyvw7lM,['The Escape Club']
2365,Baby Don't Forget My Number,spotify:track:2NHZNjTa2L3IJ2v45JUk2m,['Milli Vanilli']
2366,Key Largo,spotify:track:4G14XbZpRGNcMTpxwRHrB2,['Bertie Higgins']
2367,So Sad (To Watch Good Love Go Bad),spotify:track:1Eo6eH8Yppywb6nkWDhB1b,['The Everly Brothers']
2368,Many Tears Ago,spotify:track:4xVasGst27QfPXUebCSBse,['Connie Francis']
2369,Unfaithful,spotify:track:13xxBnXOuiBxVxJI458B0i,['Rihanna']
2370,The Night Owls,spotify:track:2PXk0VQUwZNCCYSf5eJbjP,['Little River Band']
2371,My Immortal,spotify:track:4UzVcXufOhGUwF56HT7b8M,['Evanescence']
2372,Traces,spotify:track:1I4MNCfafprkJ1z2UCqOW3,"['Classics IV', 'Dennis Yost']"
2373,Hold the Line,spotify:track:4aVuWgvD0X63hcOCnZtNFA,['TOTO']
2374,Body Bumpin' (Yippie-Yi-Yo),spotify:track:2ksxIiac6CC4jO0EtinlQM,['Public Announcement']
2375,Love Letters,spotify:track:5SK3wsck9r3krpvna9MRrF,['Ketty Lester']
2376,Send For Me,spotify:track:301Hz7AymbX4VVWf4WznNf,['Nat King Cole']
2377,That's What Love Is For,spotify:track:367dmPOxuMP8FsrZHenNnq,['Amy Grant']
2378,Cat's in the Cradle,spotify:track:2obblQ6tcePeOEVJV6nEGD,['Harry Chapin']
2379,Don't You Care,spotify:track:6WPH4hbTPOeeWSihqan6DU,['The Buckinghams']
2380,This Is Why I'm Hot,spotify:track:0AA6zq5ArZ1sSH7VIMi4NK,['MiMS']
2381,1955 HITS ARCHIVE Hard To Get - Gisele MacKenzie,spotify:local:::1955+HITS+ARCHIVE+Hard+To+Get+-+Gisele+MacKenzie:181,['']
2382,Hands To Heaven,spotify:track:0LBtQiEVfP4ysLQ43Do8uN,['Breathe']
2383,All Those Years Ago - Remastered 2004,spotify:track:32fKHW6Eac4yBXn9WY7Aic,['George Harrison']
2384,Angel of the Morning,spotify:track:27QxL30kLR6RyIjLXCMFdU,['Merrilee Rush & The Turnabouts']
2385,Tiger,spotify:track:0FTJE40z7UhPxdJOLiHQ0N,['Fabian']
2386,Smoke on the Water,spotify:track:5dIgg4mrQHOlVm1ZFYHW29,['Deep Purple']
2387,The Flame - Single Edit,spotify:track:2XU2mXxRubAonnGbv1Zp42,['Cheap Trick']
2388,I'll Be Loving You (Forever),spotify:track:1cy5US2dffz6QGBAIzOGkq,['New Kids On The Block']
2389,Every Heartbeat,spotify:track:55lX3vm1G35mUpawXHK5Te,['Amy Grant']
2390,Never Knew Love Like This Before,spotify:track:4EUlszQIxlPwiHJ6e6j6Gy,['Stephanie Mills']
2391,With You I'm Born Again,spotify:track:7wlPnBfcywEctiVWwCdxvn,"['Billy Preston', 'Syreeta Wright']"
2392,Tell Me What You Want Me to Do,spotify:track:6AwWq4bywkc64QXtF7w94l,['Tevin Campbell']
2393,It's Goin' Down (feat. Nitti),spotify:track:05Sgj1Hx03ZXc57gsV1kfX,"['Yung Joc', 'Nitti']"
2394,Nice to Be with You - Rerecorded Version,spotify:track:5H5rp5wyCNFEHdLvU8tDcz,['Gallery']
2395,Day Dreaming,spotify:track:1fOpbRxYKnz92GXv8ycjj6,['Aretha Franklin']
2396,Puppy Love,spotify:track:2OVCsYZaYdBgoCAUtWZGLv,['Donny Osmond']
2397,Venus,spotify:track:2jAocF8z8pMh7Bt1Qibl1j,['Bananarama']
2398,The Long And Winding Road - Remastered 2009,spotify:track:3mlMpmY8oZIBFc39D9zLbh,['The Beatles']
2399,Hey There Lonely Girl - Rerecorded Version,spotify:track:50qWEDzusM9oWNdV2ZskTO,['Eddie Holman']
2400,How Can I Fall ?,spotify:track:62oGUBJQGPa3emMGMejBhm,['Breathe']
2401,Tie Me Kangaroo Down Sport,spotify:track:7teHkhuaqXUFq2tyZ8YO4G,['Rolf Harris']
2402,Surfer Girl - Remastered,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,['The Beach Boys']
2403,The Night Chicago Died,spotify:track:4f4RRYN3R7glPElFjeoUnC,['Paper Lace']
2404,Sideshow,spotify:track:0fopVbPW7N5BK0sOybQCq2,['Blue Magic']
2405,Mockingbird,spotify:track:5l5zgfNmkaRr5G7hLcB5Ju,"['Carly Simon', 'James Taylor']"
2406,I Got Stung,spotify:track:0IDFXLMABcj61OKI3L05A0,['Elvis Presley']
2407,Whole Lotta Shakin' Goin' On,spotify:track:1IiL0BmCEbRwvmE2DkEY2D,['Jerry Lee Lewis']
2408,Express,spotify:track:7aUA2QLuPtuaBgnxLSAbnZ,['B.T. Express']
2409,I've Gotta Get A Message To You,spotify:track:05QGibtSYob19MS2lYp3Ik,['Bee Gees']
2410,Forever Your Girl,spotify:track:0lmS0Wofcv7B7uFYssSKta,['Paula Abdul']
2411,Losing My Religion,spotify:track:74EV0g12ihUoOUXMprFpZB,['R.E.M.']
2412,Touch Me (All Night Long),spotify:track:3KuWqa0X0Dk73sm7RKhtfV,['Cathy Dennis']
2413,Tell Him - Single Version,spotify:track:7rGOWzo4evAQQ2FzrSKp0B,['The Exciters']
2414,I'm Still In Love With You,spotify:track:1dF7EdEalTVfJyR6zCv093,['Al Green']
2415,Freeway Of Love,spotify:track:5VsAiXtW0ApEaGsZypEUxL,['Aretha Franklin']
2416,"Kookie, Kookie (Lend Me Your Comb)",spotify:track:5Utw7XU4QBOcrjS9dfmLkN,['Connie Stevens']
2417,Groove Is in the Heart,spotify:track:2UVLuddklEVak5PXgC7baA,['Deee-Lite']
2418,Nobody But Me,spotify:track:4QkvD53COA5qLA7rQ1Pa7D,['The Human Beinz']
2419,Show Me The Way - Live,spotify:track:5uS8HGp7VfuU5fDarEbNi7,['Peter Frampton']
2420,Purple Rain,spotify:track:3lUjT0JcV1PcuugwMl2MQj,['Prince']
2421,Imagine - Remastered 2010,spotify:track:7pKfPomDEeI4TPT6EOYjn9,['John Lennon']
2422,Holly Holy - Single Version,spotify:track:440giHpPCnzCw5zKfsf38z,['Neil Diamond']
2423,"It's Not for Me to Say - From the MGM Film ""Lizzie""",spotify:track:0LzsNy1SqlM0qkRGL2RJfv,['Johnny Mathis']
2424,We Don't Need Another Hero (Thunderdome),spotify:track:7Mz9qPB9hp1rXBgXvrVAST,['Tina Turner']
2425,"Up, Up and Away",spotify:track:3JdToGxgvH9SnO1a605Ztr,['The 5th Dimension']
2426,Gimme Little Sign,spotify:track:1h4XVjt26ZCDKmeEoHxT07,['Brenton Wood']
2427,The Writing On The Wall,spotify:track:2ZQx5u9vsLKzhJFfLecxyG,['Adam Wade']
2428,Runaway Train,spotify:track:3Ib3SJV8ZXuLvDiDb2w1As,['Soul Asylum']
2429,The Devil Went Down to Georgia,spotify:track:6gRACp2CvsIhc7hyw8CecQ,['The Charlie Daniels Band']
2430,Don't Rush Me,spotify:track:5X8ZkhKG2rcOIS6NTomv0O,['Taylor Dayne']
2431,Lean On Me,spotify:track:4bQGI1roeSr8Q85on2tQNU,['Club Nouveau']
2432,I Belong To You (Every Time I See Your Face),spotify:track:1nP6feYWJVpbO41aezFtm2,['Rome']
2433,Judy's Turn To Cry,spotify:track:2Rnvl3VAIvBjci4f7BuPJ0,['Lesley Gore']
2434,I Can Help,spotify:track:5J9DSJl3OLV8AqYm4rPa2x,['Billy Swan']
2435,Show Me Love - Radio Version,spotify:track:6SluaPiV04KOaRTOIScoff,['Robyn']
2436,Western Union,spotify:track:12MPf6QnKMebgB7YsjQwb8,['The Five Americans']
2437,Have I the Right,spotify:track:1JlSSoGv2cQgrkp7qyYfT5,['The Honeycombs']
2438,"No, Not Much!",spotify:track:07JBi2PmfRn0C53rC1tYtj,['The Four Lads']
2439,Someone Saved My Life Tonight,spotify:track:5i7z7K3YuFCGbYIn6OzrpA,['Elton John']
2440,Proud Mary,spotify:track:5YI7v4VBa23fbEt9wuUmkg,['Ike & Tina Turner']
2441,Love Will Find A Way,spotify:track:2LqzuRukwnpeWYLXBtiwmq,['Pablo Cruise']
2442,Giving Him Something He Can Feel,spotify:track:70aBlCLalffIq1c1cng6zO,['En Vogue']
2443,Just When I Needed You Most,spotify:track:55wl56WlKI85UBNZoFxe9P,['Randy VanWarmer']
2444,Why Do Fools Fall in Love,spotify:track:2xKfXRhw5xaUXfevJJspZf,"['Frankie Lymon', 'The Teenagers']"
2445,Butterfly,spotify:track:2teuJ5gNuTaryRKYeR32v9,['Charlie Gracie']
2446,Rainy Night in Georgia,spotify:track:2zbV4xRYLuElz4PWOXI5P7,['Brook Benton']
2447,The Hawaiian Wedding Song (Ke Kali Nei Au),spotify:track:6u8Nycj3p4GTB1mNXCVNUc,['Andy Williams']
2448,You Make My Dreams (Come True),spotify:track:7HX9f8AMBl0vQxAoAzLqhS,['Daryl Hall & John Oates']
2449,Nights On Broadway,spotify:track:1P6ZTLIP8F47ZMveTcShlt,['Bee Gees']
2450,Never Lie,spotify:track:62utntNdsx80hraXA5ha0Q,['Immature']
2451,Never Ever - Radio Edit,spotify:track:2LFk96qcwTmgzYhQxO2zhQ,['All Saints']
2452,Baby,spotify:track:6epn3r7S14KUqlReYr77hA,"['Justin Bieber', 'Ludacris']"
2453,Let 'Em In - Remastered 1993,spotify:track:2xAacCD0MW3UBFugKVHbJc,['Wings']
2454,Moonlight Gambler,spotify:track:27jaiKKAGY0HXVXkOGnUJW,['Frankie Laine']
2455,Rock Your Body,spotify:track:1AWQoqb9bSvzTjaLralEkT,['Justin Timberlake']
2456,The Next Time I Fall (with Amy Grant),spotify:track:7zSDDsIlks515d0tZGM64x,"['Peter Cetera', 'Amy Grant']"
2457,On The Radio,spotify:track:2uhDYqEUHLHnaXrtFpoN5s,['Donna Summer']
2458,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),spotify:track:5dxHF4lrDimKqnI3GaZUmC,"['Alicia Keys', 'Tony! Toni! Toné!', 'Jermaine Paul']"
2459,Baby It's You,spotify:track:7F03adZp7XOo7gFheVbgBT,['The Shirelles']
2460,Fire,spotify:track:2R4T2Nxu8dZD4KmECfVliG,['Ohio Players']
2461,Over You,spotify:track:3jr31jcBUGl41EpL6QlsWV,['Gary Puckett']
2462,"Sock It to Me, Baby!",spotify:track:4S8W9CQAIGD5fZ9YRRosu2,['Mitch Ryder and The Detroit Wheels']
2463,Everybody Plays the Fool,spotify:track:3DkqEHCCqlkknDfksHWWu0,['The Main Ingredient']
2464,Love Shack,spotify:track:4W4wYHtsrgDiivRASVOINL,"[""The B-52's""]"
2465,The Way You Make Me Feel - 2012 Remaster,spotify:track:0sKlV58cODrjxGFOyf9IXY,['Michael Jackson']
2466,Gina,spotify:track:3GA3PeOsy9cXqj4tRbPRS0,['Johnny Mathis']
2467,Back on the Chain Gang,spotify:track:6y2Z7nsLVkoe9yEonEXPQA,['Pretenders']
2468,The Cisco Kid,spotify:track:5DvGqOJAB0OUDc8R9cLN3H,['War']
2469,Hold My Hand,spotify:track:4WnYuVFXe6Si4fZqkxbnvS,['Hootie & The Blowfish']
2470,Hotel Happiness,spotify:track:0apks4NfoOVOWca0reOkKt,['Brook Benton']
2471,Barefootin',spotify:track:7ggOcfcCbyX8IWIWPEdT1x,['Robert Parker']
2472,All I Need,spotify:track:7LLBFAlUOE6rUHDePQL57a,['Jack Wagner']
2473,Joyride,spotify:track:2IbIlJrDkaG42bwzskcnJL,['Roxette']
2474,Hearts,spotify:track:150LOyOS0ISsZ9IcwPf6iT,['Marty Balin']
2475,Do You Know (What It Takes),spotify:track:0idCpkJ2pspfAILbanmERu,['Robyn']
2476,Keep the Fire Burnin',spotify:track:7sFcJVrWPU9irTtQb9usn0,['REO Speedwagon']
2477,I've Never Been To Me,spotify:track:0ATgB7lRq1ql9IAdCqQHrv,['Charlene']
2478,Turn Back The Hands Of Time,spotify:track:2Utc6zSCTtXmSi0AQf9LCv,['Tyrone Davis']
2479,Sad Movies Make Me Cry,spotify:track:5PYEBQrRHWoMuRr5Ers9vR,['Sue Thompson']
2480,Two To Make It Right,spotify:track:6GS6uE1vDmtzxO8GztAR2O,['Seduction']
2481,The Shoop Shoop Song (It's In His Kiss),spotify:track:3qoNRhQuqbAG4uXrPx2aSk,['Betty Everett']
2482,Lady (You Bring Me Up),spotify:track:7l3QyhptrvjiNS5dOcUQvr,['Commodores']
2483,Scar Tissue,spotify:track:1G391cbiT3v3Cywg8T7DM1,['Red Hot Chili Peppers']
2484,Boogie Wonderland,spotify:track:6ztstiyZL6FXzh4aG46ZPD,"['Earth, Wind & Fire', 'The Emotions']"
2485,Why Can't We Be Friends?,spotify:track:413T0g8pNNXYX6t5RqHvx7,['War']
2486,Mandy,spotify:track:4oV4dVj0evVFhjPLvUz8w8,['Barry Manilow']
2487,Hotel (feat. R. Kelly),spotify:track:4hHXhCRSnOKd6nMGaivmD0,"['Cassidy', 'R. Kelly']"
2488,With Every Beat of My Heart,spotify:track:75EWMglG5w7sNFnRpRTAHV,['Taylor Dayne']
2489,"Baby, What a Big Surprise - 2002 Remaster",spotify:track:4gC5AmerRHtD4M4vCSBqJI,['Chicago']
2490,I Feel Love,spotify:track:4rS63BySQrdWuTswkkZ5iS,['Donna Summer']
2491,Pour Some Sugar On Me - Extended Version,spotify:track:3ZSkDwJzPELKzMF01COsuY,['Def Leppard']
2492,Hooray For Hazel,spotify:track:41IOFD9RMoMGOliWjUYJdG,['Tommy Roe']
2493,Let It Be Me,spotify:track:0Tjdbd83LEAWrA0atsXMDJ,['The Everly Brothers']
2494,Dark Moon,spotify:track:41SUkgIeN67ogDs6dZxOMp,['Gale Storm']
2495,It's a Sin to Tell a Lie,spotify:track:52eKNY0dfl6RRM4pJcoYHN,"[""Somethin' Smith"", 'The Red Heads']"
2496,Can I Change My Mind,spotify:track:2cVFmsMVt8aDsHGg70ilkl,['Tyrone Davis']
2497,I'll Be Good To You,spotify:track:4CUxUwbWODl4g3EaroGj3C,['The Brothers Johnson']
2498,One Night in Bangkok,spotify:track:6erBowZaW6Ur3vNOWhS2zM,['Murray Head']
2499,You Learn,spotify:track:1HsbGJnOXPWfocSS6FoR60,['Alanis Morissette']
2500,The Lady In Red,spotify:track:5tHbBxWjTxaQpL5SrT17Tz,['Chris de Burgh']
2501,I Knew You Were Waiting (For Me),spotify:track:0f6pHbsLzpWxl5CfhOUjBA,"['George Michael', 'Aretha Franklin']"
2502,Control,spotify:track:5vywtoD7fO1CP0B2wtm6I6,['Janet Jackson']
2503,Navy Blue,spotify:track:11p8gGHiZ3zOJbU3CfFTiN,['Diane Renay']
2504,It Hurts To Be In Love,spotify:track:1KLqvYkYI5RrjZGgo9Jh0S,['Gene Pitney']
2505,Never Surrender,spotify:track:0T6RXLRYzXi3nXq7ZdU74y,['Corey Hart']
2506,Walk It Out,spotify:track:29bpU9dxobdPLYpz3xNjLe,['Unk']
2507,She'd Rather Be With Me,spotify:track:7Ko8eQ58gmHF8m3drHGUZT,['The Turtles']
2508,You're In Love - Single Radio Edit / Remastered 2000,spotify:track:5SOuDYwAjB8u2UNPfD9o3E,['Wilson Phillips']
2509,Also Sprach Zarathustra,spotify:track:10Zbcuxvlig5qUDmuGgEcL,['Deodato']
2510,Listen To Your Heart,spotify:track:78TnMTAFmWUWWCgNXR7D3K,['Roxette']
2511,In My Bed,spotify:track:2v9Obh8z41hUXDqnfdhVON,['Dru Hill']
2512,You Better Sit Down Kids - 1999 Remaster,spotify:track:3NUSfY0ivsAvyqM9YhKchb,['Cher']
2513,Signs,spotify:track:5KWXi2eCYsC6ofIILjvG4V,['Five Man Electrical Band']
2514,Rich Girl,spotify:track:39qcvV4f0uqDMHxIkSb7tE,"['Gwen Stefani', 'Eve']"
2515,This Magic Moment,spotify:track:3MVr7KeWF6kf4znJMwiEnx,['Jay & The Americans']
2516,Don't Tell Me,spotify:track:5sC4GlhZ9zCb6gPxSIbX5j,['Madonna']
2517,Caught Up,spotify:track:5zdUc1JRCImBYcDWgvFNpE,['Usher']
2518,Jimmy Mack,spotify:track:7N3UAu6FkwdBg9J7OONBBP,['Martha Reeves & The Vandellas']
2519,Mama Said,spotify:track:5sGeyWYDvUIF7QjERNCY7L,['The Shirelles']
2520,The Way That You Love Me,spotify:track:57ysLbmFhxX9WL9e5QTAmz,['Paula Abdul']
2521,Take My Breath Away,spotify:track:7mcW98cnE6Osce4ae7t4oZ,['Berlin']
2522,Why Do Fools Fall In Love,spotify:track:618K2eozL0nM4nf0d8Q5r6,['Diana Ross']
2523,Atlantis,spotify:track:0kcEK7YuNNfE7jiTnXS1cm,['Donovan']
2524,"Yester-Me, Yester-You, Yesterday",spotify:track:0l9RGwc48deJ6j61KXAAvs,['Stevie Wonder']
2525,Get Closer,spotify:track:5Eq0mobXSnyWu1dpE6lSdY,['Seals and Crofts']
2526,Doo Wop (That Thing),spotify:track:2Uu8IiLkLY0UXhCHka4Dlr,['Ms. Lauryn Hill']
2527,Sex & Candy,spotify:track:5mkGfmJGFZpwK9nA5amOhv,['Marcy Playground']
2528,Where Do Broken Hearts Go,spotify:track:709znSutWha3sQdPgdSO00,['Whitney Houston']
2529,I'm Not Lisa,spotify:track:2G9HPwBaHica41sMtQ7QvX,['Jessi Colter']
2530,When I See You Smile,spotify:track:0tKjVEJlX3IZ5L1rEJc5hh,['Bad English']
2531,Sending All My Love,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,['Linear']
2532,98.6,spotify:track:6ga2CNQzcbhh3r1LfkIIQu,['Keith']
2533,For What It's Worth,spotify:track:1qRA5BS78u3gME0loMl9AA,['Buffalo Springfield']
2534,Neutron Dance,spotify:track:2yE2mvPQJ3qLtLJiRfg23G,['The Pointer Sisters']
2535,When I Grow Up,spotify:track:0dQQWHlXvuw4UyHcAvhfhB,['The Pussycat Dolls']
2536,"1,2,3 Red Light",spotify:track:6rVqaYLQ45XRefZ50T4bed,['1910 Fruitgum Company']
2537,Lead Me On,spotify:track:2RgosPJAIbwCgA7XpTEf4A,['Maxine Nightingale']
2538,If I Could Turn Back Time,spotify:track:6mYrhCAGWzTdF8QnKuchXM,['Cher']
2539,Special Lady,spotify:track:570KJytRkVHTIocq1qomWF,"['Ray, Goodman & Brown']"
2540,Bailamos - Wild Wild West/Soundtrack Version,spotify:track:5RGpMPjCdBdPxznDurjijE,['Enrique Iglesias']
2541,Blue Suede Shoes,spotify:track:7bglJCaprPQTfDfovdJS2h,['Carl Perkins']
2542,Everything I Own,spotify:track:3cflKYvbpuih1EKvgREcEg,['Bread']
2543,Is There Something I Should Know?,spotify:track:3X4T0KunohTtDaecqBZ8vC,['Duran Duran']
2544,Leave Me Alone (Ruby Red Dress),spotify:track:2Uak7fGdGpwsgbIQWA8iCQ,['Helen Reddy']
