,names,uri,artists
1403,Be My Baby,spotify:track:2G2YzndIA6jeWFPBXhUjh5,['The Ronettes']
1404,Talking in Your Sleep,spotify:track:08JKuFJCHJVw1SgHHjwsS9,['The Romantics']
1405,Sea Of Love,spotify:track:4e1GFYA66Nlf7oSRb33ERQ,['Phil Phillips And The Twilights']
1406,Alone - Remastered,spotify:track:0h17TpfCKbbib1J37Qgj7r,['Heart']
1407,"No, No, No Pt. 2 (feat. Wyclef Jean)",spotify:track:5kHgrRO3hMDPehtH9VhYQc,"[""Destiny's Child"", 'Wyclef Jean']"
1408,True Love,spotify:track:6JeVQV1C9ORG2XUUzvtysh,['Bing Crosby & Grace Kelly']
1409,Hot Boyz,spotify:track:7mYvtEeBdMqRSyj1Qpv6my,['Missy Elliott']
1410,Love Hangover - Single Version,spotify:track:3gbnQ7TJEx1EI9chRZXVXl,['Diana Ross']
1411,I Don't Need You - Remastered 2006,spotify:track:6yq2lwMOPYLznyOrJ8JxBc,['Kenny Rogers']
1412,She's Just My Style - Remastered,spotify:track:61Qh466Q63M4uckeYrYeal,['Gary Lewis & The Playboys']
1413,Disco Lady,spotify:track:66jBbrVByFETJZ6FfpwxX4,['Johnnie Taylor']
1414,Mine,spotify:track:0dBW6ZsW8skfvoRfgeerBF,['Taylor Swift']
1415,You Are The Sunshine Of My Life,spotify:track:3wAOzsW3B8ADbbn9wWH5Dp,['Stevie Wonder']
1416,(Sweet Sweet Baby) Since You've Been Gone,spotify:track:3bCGMzNxfYIsHqxRRWDTRx,['Aretha Franklin']
1417,Miss You Much,spotify:track:4r5VaK6H1bq0cTGPMTN97Z,['Janet Jackson']
1418,Follow Me,spotify:track:4KoecuyOpZaNFZ0UqVsllc,['Uncle Kracker']
1419,Paper Roses,spotify:local:::Paper+Roses:175,['']
1420,Hot Diggity (Dog Ziggity Boom),spotify:track:1aoamOgih6cHb0TZq9gO9A,['Perry Como']
1421,Long Cool Woman (In a Black Dress) - 2003 Remaster,spotify:track:72hF391fEECZcAEDea2Bb5,['The Hollies']
1422,Nobody Does It Better,spotify:track:49RUdNvwSiUTC8fBh4KKoC,"['Marvin Hamlisch', 'Carly Simon']"
1423,Don't You (Forget About Me),spotify:track:6yEAAIEHu4GcUFptg5W9kI,['Simple Minds']
1424,Band On The Run - Remastered 2010,spotify:track:1H4idkmruFoJBg1DvUv2tY,['Wings']
1425,Southern Nights,spotify:track:4c68Z9wLdHc36y3CNjwQKM,['Glen Campbell']
1426,Baby I Love You,spotify:track:6WeD4RXp5pGKcJeTWTnihI,['Aretha Franklin']
1427,Put Your Hand in the Hand - Remix 2006,spotify:track:4uksgqENz9mgOlkFMAFvBt,['Ocean']
1428,He Loves You Not,spotify:track:2ozJmnjqCMJavEKoHqiou0,['Dream']
1429,Candy Rain,spotify:track:4j1Bk0BEIGCF9hR7cSwl9d,['Soul For Real']
1430,Passion,spotify:track:0vZCwj0Mq5uS8GwSIYo6Y7,['Rod Stewart']
1431,Sundown,spotify:track:0SjnBEHZVXgCKvOrpvzL2k,['Gordon Lightfoot']
1432,Dancing Queen,spotify:track:2ATDkfqprlNNe9mYWodgdc,['ABBA']
1433,Secret Agent Man,spotify:track:6DosMsjJw8ue2JNh45VJBx,['Johnny Rivers']
1434,Can't Stop This Thing We Started,spotify:track:2YNNjr3VWe2x8Z2FBuJImM,['Bryan Adams']
1435,Far Away,spotify:track:0G53JYumT2vVxRGOtROlXk,['Nickelback']
1436,Yes. I'm Ready,spotify:track:2MLpI0RNcFNZVC9MwgCUqF,['Barbara Mason']
1437,Down On Me,spotify:track:0x3TibRgnSqzkcwrqBd4iX,"['Jeremih', '50 Cent']"
1438,The Wild Boys,spotify:track:5qeLeyIWCPe1FpdJLQTUDW,['Duran Duran']
1439,Freek-A-Leek,spotify:track:4MeDnO5yA2Zi6IMlVApRci,['Petey Pablo']
1440,Come On Down To My Boat,spotify:track:4TNSKn822wrCkIwcDPtX4S,"[""Every Mother's Son""]"
1441,Good Timin',spotify:track:33igcthkkskYSoeL6YmVs6,['Jimmy Jones']
1442,Too Late To Turn Back Now,spotify:track:2OyaNAq8BcGstyzueloqpE,['Cornelius Brothers & Sister Rose']
1443,Loves Me Like a Rock,spotify:track:7oH43GUMu7wCKoFZMWhosG,['Paul Simon']
1444,Chantilly Lace,spotify:track:4oM93m3dQYXI3tpJOvo08j,['The Big Bopper']
1445,No More Tears (Enough Is Enough) (feat. Donna Summer),spotify:track:1wSPm3y4Lk6ABkVxCmwkZx,"['Barbra Streisand', 'Donna Summer']"
1446,Lonely Teardrops,spotify:track:3LKw9vOh8tYsImRuaHiySz,['Jackie Wilson']
1447,When Will I Be Loved - Remastered,spotify:track:2MCiAzjR2Uo9cZUnWhGIRI,['Linda Ronstadt']
1448,Puppy Love,spotify:track:6PsEyLPVh3kC8OPJF960tg,['Paul Anka']
1449,"A Little Bit Me, a Little Bit You",spotify:track:0LQhKGlQZrR6PRWLUFZfII,['The Monkees']
1450,Love Is A Battlefield,spotify:track:64k3qg5AwnINfBXmCJOHA3,['Pat Benatar']
1451,Jeopardy,spotify:track:7LmDmvqagpX0PKxveGtZTa,['The Greg Kihn Band']
1452,Come On Eileen,spotify:track:0EMmVUYs9ZZRHtlADB88uz,['Dexys Midnight Runners']
1453,Please Mr. Please,spotify:track:1lL1jDnZTH60djVb6vKIQj,['Olivia Newton-John']
1454,Tell Her About It,spotify:track:6kCJMxv445L2okuTiou1fR,['Billy Joel']
1455,Sweet Dreams,spotify:track:0lQBXClJb9Z0gyzFXyohVB,['Air Supply']
1456,Stumblin' In,spotify:track:6L1Ay5OhRH2Yz38Aa4QZio,"['Suzi Quatro', 'Chris Norman']"
1457,I'm Your Baby Tonight,spotify:track:0qilV2pyNYLPryWllKwAIL,['Whitney Houston']
1458,"Betcha By Golly, Wow",spotify:track:7ws9OSmWx1txRJpavsfSIm,['The Stylistics']
1459,Young Love TAB HUNTER,spotify:local:::Young+Love+TAB+HUNTER:136,['']
1460,"Too Much, Too Little, Too Late (with Deniece Williams)",spotify:track:7c8tlriQMBusKSsXMg8fHm,"['Johnny Mathis', 'Deniece Williams']"
1461,You Don't Own Me - Rerecorded,spotify:track:5ILumokzwPbOjc78BovKEZ,['Lesley Gore']
1462,Survivor,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,"[""Destiny's Child""]"
1463,Island Girl,spotify:track:0r8k9mRrziRONVvRJOwQ02,['Elton John']
1464,Switch,spotify:track:2bmxx16hNi3W5FGzfFO9xX,['Will Smith']
1465,A Beautiful Morning - Single Version,spotify:track:3QwbKe0s8TcNclzXAXHeHy,['The Rascals']
1466,Fly Like An Eagle,spotify:track:0BTYL86ryKRHvAndNeoiuP,['Steve Miller Band']
1467,You're Sixteen (You’re Beautiful And You’re Mine),spotify:track:4MAxWahEbzU8m4bD6mSZg9,['Ringo Starr']
1468,Listen To What The Man Said,spotify:track:3hFYMKAolw99FZMXEGgGwv,['Wings']
1469,(There's) No Gettin' Over Me,spotify:track:7BeBy2rzwJaRSiqgrMRo78,['Ronnie Milsap']
1470,We Fly High,spotify:track:5blkgkItJK6s3ZhVxn6hqB,['Jim Jones']
1471,Too Busy Thinking About My Baby,spotify:track:5HxahEtv5FWfFWTG581Xxs,['Marvin Gaye']
1472,Black and Yellow,spotify:track:5A6OHHy73AR5tLxgTc98zz,['Wiz Khalifa']
1473,"Happy Birthday, Sweet Sixteen - Remastered",spotify:track:5SA2o9IkjGmo8HwQp31OpX,['Neil Sedaka']
1474,It's Gonna Be Me,spotify:track:2AW37v0bDyuOzGP3XnmFuA,['*NSYNC']
1475,Hips Don't Lie (feat. Wyclef Jean),spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,"['Shakira', 'Wyclef Jean']"
1476,Get a Job,spotify:track:21NhrNOfIoakyWISXUMkFN,['The Silhouettes']
1477,You're in My Heart (The Final Acclaim) - 2008 Remaster,spotify:track:2jGW9rToT6lV9H39pu5caZ,['Rod Stewart']
1478,Simon Says,spotify:track:3HCAXEL5pmg818Qus0xq9b,['1910 Fruitgum Company']
1479,Africa,spotify:track:2374M0fQpWi3dLnB54qaLX,['TOTO']
1480,Heart Attack,spotify:track:7hC5ldHtZLbjNERkRFFcqp,['Olivia Newton-John']
1481,Don't Hang Up,spotify:track:57rCNFS9Cfdg09dNHSAuwM,['The Orlons']
1482,Cara Mia,spotify:track:0Arrnl9EB7LtzPISpNBQQf,['Jay & The Americans']
1483,Get Together,spotify:track:4qxsM71CUQmCD5eRIJIqpy,['The Youngbloods']
1484,Kung Fu Fighting,spotify:track:40NRm1ZLvZpUSCUXAGGZ8J,['Carl Douglas']
1485,Pillow Talk,spotify:track:2BEeIp5vfO4rR2Qs5vkTLL,['Sylvia']
1486,Easy Lover,spotify:track:6OqvA8eljqHDFTso8szjCe,"['Philip Bailey', 'Phil Collins']"
1487,The Most Beautiful Girl In The World,spotify:local:Prince:The+Gold+Experience:The+Most+Beautiful+Girl+In+The+World:265,['Prince']
1488,Boogaloo Down Broadway,spotify:track:24LhsmbB0YGkuv6oFwzk2R,['Fantastic Johnny C']
1489,Look Away,spotify:track:5VpJrXw5GRP0tSFXAzrRM5,['Chicago']
1490,Fame - 2007 Remaster,spotify:track:7qVOasZcHa4faF1TqvPEKF,['David Bowie']
1491,Hold On,spotify:track:6BjqF9DTiAubeE34grUKVq,['En Vogue']
1492,The Power Of Love,spotify:track:2olVm1lHicpveMAo4AUDRB,['Huey Lewis & The News']
1493,The Night Has A Thousand Eyes,spotify:track:79Znjf4idnnAIitAdHT5dk,['Bobby Vee']
1494,"Bills, Bills, Bills",spotify:track:1Oi2zpmL81Q0yScF1zxaC0,"[""Destiny's Child""]"
1495,Please Love Me Forever,spotify:track:4YNKYvRIvrIqcrJNv1u4v0,['Bobby Vinton']
1496,To Be With You,spotify:track:0Yi128S6QgQDnAKg5A0OZw,['Mr. Big']
1497,Ain't No Sunshine,spotify:track:3gJgUanZ5JcFZJ1a5hM3dw,['Bill Withers']
1498,Since I Fell For You,spotify:track:5qSBvSdbmj97rtoTMW09ag,['Lenny Welch']
1499,Good Morning Starshine - Re-Recording,spotify:track:2uPjNcKB9VIlWAOd26OQLH,['Oliver']
1500,Eight Days A Week - Remastered 2015,spotify:track:5ylLypaOksxWd75YrGtx2N,['The Beatles']
1501,Fly Robin Fly,spotify:track:4Wr14AISsCuBGdkA6rids4,['Silver Convention']
1502,Can't Believe It (feat. Lil' Wayne),spotify:track:6m1sJMWeAkCG5eECKaGFew,"['T-Pain', 'Lil Wayne']"
1503,It Don't Come Easy,spotify:track:0szKeS5WTmnMzFIgJCQllo,['Ringo Starr']
1504,Black Magic Woman,spotify:track:6UpxgpAPvAXRdxQMI0PpMn,['Santana']
1505,Dum Dum - Single Version,spotify:track:0H5DiqsiLo6W6sVzt7lvGr,['Brenda Lee']
1506,Rockin' Robin,spotify:track:4xNyDRK0zbXJQyS8q9Xazd,['Michael Jackson']
1507,We Didn't Start the Fire,spotify:track:38bDGWuyYdSdNfrFfbCiVS,['Billy Joel']
1508,If,spotify:track:0t414ewhjcIiuPVF3QECz2,['Janet Jackson']
1509,It's Not Over,spotify:track:0wIhWLNLIOmzQ89B3rtTd3,['Daughtry']
1510,Lost In Love,spotify:track:6MhK1gPrgtgRedEjSUz18I,['Air Supply']
1511,Alive And Kicking - 2002 Digital Remaster,spotify:track:2phcupbmqItBvC3OnsHQLF,['Simple Minds']
1512,Dream Weaver,spotify:track:74DrA5fFoGSy4xgkZarZtP,['Gary Wright']
1513,Little Children,spotify:track:3uSVoyGmhCVD9rFDFGipw0,"['Billy J. Kramer', 'The Dakotas']"
1514,Steal Away,spotify:track:3MshXF4YQRoFw82plcsUge,['Robbie Dupree']
1515,Waking Up In Vegas,spotify:track:6fvxos1qSHrIgOkKw4dhWS,['Katy Perry']
1516,867-5309 / Jenny,spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,['Tommy Tutone']
1517,I Just Wanna Stop,spotify:track:14pIl60LfvAB2XMdsDEaqj,['Gino Vannelli']
1518,Reminiscing - 2002 Digital Remaster,spotify:track:4NoLnnJvVK5tpOdlNQI6RG,['Little River Band']
1519,Mr. Custer,spotify:track:32z32gEn14FHJJ2lZP4xLS,['Larry Verne']
1520,Afternoon Delight,spotify:track:0GmRPoU0PrO1crMm7mB7zg,['Starland Vocal Band']
1521,Do Anything (feat. Niki Harris),spotify:track:5nNwxsg6vS3pKcLNcAvRWP,"['Natural Selection', 'Niki Harris']"
1522,Born This Way,spotify:track:0FC7X3BRdEJC8L4ZEUAv2Q,['Lady Gaga']
1523,Cradle Of Love - Remastered,spotify:track:1gmSaCrVZBjK8Na7dsThXv,['Billy Idol']
1524,Whole Lotta Love - 1990 Remaster,spotify:track:0hCB0YR03f6AmQaHbwWDe8,['Led Zeppelin']
1525,Air Force Ones,spotify:track:7kAFSrTIOiVZ0gnHBuAH3l,"['Nelly', 'Murphy Lee', 'Ali', 'Kyjuan']"
1526,She Blinded Me With Science,spotify:track:6HYf9ZEZKuxy581QVmYA6c,['Thomas Dolby']
1527,The Jerk,spotify:track:2bj8i6wO6xOVv99TtsT84J,['The Larks']
1528,That's the Way It Is,spotify:track:38VJ6qYnuv3vzfjrvm389j,['Céline Dion']
1529,What a Girl Wants,spotify:track:2iIg5LCp81QGEpnAFDT8V4,['Christina Aguilera']
1530,Everytime You Go Away,spotify:track:0IpfTMKENGLJcULkMnU8Rb,['Paul Young']
1531,Dazz - Single Version,spotify:track:5gQCUf4lfy6GpuhdPzxQ6B,['Brick']
1532,Remember [Walkin' In The Sand],spotify:track:4nLXfOGueq3NLSZ8SmMFky,['The Shangri-Las']
1533,Motownphilly,spotify:track:4wDSLkTUIpRsn3UbCzW9wV,['Boyz II Men']
1534,The Loco-Motion - Remastered 2002,spotify:track:0PxYWaGiwWtcuL1VIMiEW4,['Grand Funk Railroad']
1535,Sharing The Night Together,spotify:track:3GEQKzK6WCsLKaLYeVCH88,['Dr. Hook']
1536,Bitch,spotify:track:3i6qNxyVgIdUZTTi5m25EM,['Meredith Brooks']
1537,Hold Me Now,spotify:track:7rWJsKj74j7KZEe1L0YhTo,['Thompson Twins']
1538,Cyclone (feat. T-Pain),spotify:track:27mhCGdAA8gM7b33KIiB3k,"['Baby Bash', 'T-Pain']"
1539,My Love Is the Shhh!,spotify:track:3TS25nchaYIPb2Y2fw6cbb,"[""Somethin' For The People""]"
1540,Can't Let You Go (feat. Mike Shorey & Lil' Mo),spotify:track:6lrRIfQDcikJ5y5DtyZPuJ,"['Fabolous', 'Mike Shorey', ""Lil' Mo""]"
1541,Green-Eyed Lady,spotify:track:7s2orxqJ8qE0aG3Ngvct3C,['Sugarloaf']
1542,Romantic,spotify:track:4WmCoqweV6nXrSogoAo12a,['Karyn White']
1543,Midnight Confessions - Single Version,spotify:track:6ljvK0SmaKjIBsPddKqaTo,['The Grass Roots']
1544,One Last Breath,spotify:track:6iWB2XUfNJO8wlS9GzmAC3,['Creed']
1545,Come and Get Your Love,spotify:track:5519RhpzObr9Mn3iqoeodJ,['Redbone']
1546,Little Willy,spotify:track:5l7WMtIUfX4D2XsHYOp4zV,['Sweet']
1547,I Miss You,spotify:track:5pHBfJlVubJ1onenTb2jgD,['Klymaxx']
1548,We Are The World,spotify:track:3Z2tPWiNiIpg8UMMoowHIk,['U.S.A. For Africa']
1549,Love Won't Let Me Wait - Rerecorded Version,spotify:track:5hWHUu9qZXrixYIxoQt7Xm,['Major Harris']
1550,What Does It Take (To Win Your Love),spotify:track:3d7A8VAhWbyT5250WzX2aZ,['Jr. Walker & The All Stars']
1551,I Try,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,['Macy Gray']
1552,What's New Pussycat? - With Intro,spotify:track:20u5zxjj7oCKRPuorsOoiS,['Tom Jones']
1553,Jump (For My Love) - Single Remix,spotify:track:7wcu7EleQvIPzBoWQtcy5I,['The Pointer Sisters']
1554,Emotions,spotify:track:0cELvuwJW1acISUHYB6suj,['Mariah Carey']
1555,C'est La Vie,spotify:track:6Ce9ItNCpk2PkAMq5v6EEV,['Robbie Nevil']
1556,Glad All Over,spotify:track:2xvDWGaZDw4Cnp5N3vrCZe,['The Dave Clark Five']
1557,You Sang To Me,spotify:track:2dwhMQsFeHr2S787WxqAqW,['Marc Anthony']
1558,I Know a Place,spotify:track:7dQP6ESUYUMYUAnGkdyjXi,['Petula Clark']
1559,Heart Of Glass - Special Mix,spotify:track:0a4agFmqHXxcZl1nho1BxM,['Blondie']
1560,Steppin' Out,spotify:track:3Sr0uLJPcRrpDV7Dd7dzB5,['Joe Jackson']
1561,Someday,spotify:track:4PkJ7c9y1CwpuVOiJODnCZ,['Nickelback']
1562,Need You Tonight,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,['INXS']
1563,Lonely No More,spotify:track:1sYkQBfDGIoBkX6JaR0rRQ,['Rob Thomas']
1564,La-La Means I Love You,spotify:track:5jzqOYJmouDjfxlUw2u27f,['The Delfonics']
1565,What Goes Around...Comes Around - Radio Edit,spotify:track:6LtidZ09rh1n991F8qYPui,['Justin Timberlake']
1566,We're An American Band,spotify:track:3bIgVAJqxzUKUIg5Wj72C8,['Grand Funk Railroad']
1567,Rescue Me - Single Version,spotify:track:0g9HUdFUfJxuOQ6gvnPi2t,['Fontella Bass']
1568,Precious and Few - Rerecorded Version,spotify:track:3XYXR2FSTFr4XuOevI9re8,['Climax']
1569,Cupid's Chokehold / Breakfast in America - Radio Mix,spotify:track:6ajyEEzWZbw8ycDcJAN099,['Gym Class Heroes']
1570,It Must Be Him,spotify:track:6XVpKaD3oxpA2ohiLyTGPC,['Vikki Carr']
1571,Looking Back,spotify:track:1EKaxPuCNyvEX4kZs5pcdK,['Nat King Cole']
1572,So Sick,spotify:track:6brl7bwOHmGFkNw3MBqssT,['Ne-Yo']
1573,Love So Right,spotify:track:2rVxsVGLFssDfM5B9BUL0K,['Bee Gees']
1574,Don't Go Breaking My Heart,spotify:track:5pKJtX4wBeby9qIfFhyOJj,"['Elton John', 'Kiki Dee']"
1575,The Hustle - Original Mix,spotify:track:4wzUmBC4ZrF92IE1hPCTJp,['Van McCoy']
1576,Coward Of The County,spotify:track:6w4qRwQf8J9tuprfWVtc4H,['Kenny Rogers']
1577,Mesmerize,spotify:track:4R6OANdWnhMM9Asu3zjxK6,"['Ja Rule', 'Ashanti']"
1578,Doesn't Really Matter,spotify:track:5AE7wPSIZ5f9hcgBA83nC6,['Janet Jackson']
1579,"Sunshine on My Shoulders - ""Greatest Hits"" Version",spotify:track:35CsqcashydwdRlL27kRBt,['John Denver']
1580,Remember the Time,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,['Michael Jackson']
1581,You Mean the World to Me,spotify:track:5aWRzfPmnNeKvg1yJKhRKN,['Toni Braxton']
1582,What Would You Do?,spotify:track:1tJkic0TURTCXw3rBhYgWu,['City High']
1583,Turn Your Love Around,spotify:track:6a899bXlCuViXW2Qs8Rdqo,['George Benson']
1584,Sukiyaki - Remastered,spotify:track:4FwOQZ6L39ZyHYwmPwlJZw,['A Taste Of Honey']
1585,Susie Darlin',spotify:track:5xhNWIpBAMP22N4VPaOvkl,['Robin Luke']
1586,Olivia Newton-John - Let Me Be There,spotify:local:::Olivia+Newton-John+-+Let+Me+Be+There:185,['']
1587,Last Kiss,spotify:track:4ekUwwCPIKT1ef5GllLSk1,['Pearl Jam']
1588,Your Precious Love - Stereo Version,spotify:track:3LLqU3MrWCq2qfrYEeOVv4,"['Marvin Gaye', 'Tammi Terrell']"
1589,I'm The Only One,spotify:track:4veE1jrMbVSy9FRCiYDGkD,['Melissa Etheridge']
1590,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",spotify:track:0vnfZAVW1Suiet6wtUMdg9,['Jon Bon Jovi']
1591,Sorry (I Ran All The Way Home),spotify:track:7c1k4mKdHP8shSbEtruOe5,['The Impalas']
1592,"Billy, Don't Be A Hero",spotify:track:2yGQNGWpU6dUgswcPZtEaw,['Bo Donaldson & The Heywoods']
1593,Spiders & Snakes,spotify:track:4ncBBiLD7cUfVDiS2H59zE,['Jim Stafford']
1594,MMMBop,spotify:track:0YYbQESOOReEZjVzbYJtMC,['Hanson']
1595,How Do U Want It,spotify:track:06jYyAmf4jhb7nxmUO1I6V,"['2Pac', 'K-Ci & JoJo']"
1596,Nothing's Gonna Stop Us Now,spotify:track:2vEQ9zBiwbAVXzS2SOxodY,['Starship']
1597,Rock and Roll Waltz,spotify:track:4Iz5vASyBmH8MX7QMlHVQa,['Kay Starr']
1598,Love Is In The Air,spotify:track:3c4OULLWwgRqBfA2dJtRuY,['John Paul Young']
1599,Move Ya Body,spotify:track:2ndnVdR8si7CW9T8vJRHyW,"['Nina Sky', 'Jabba']"
1600,3,spotify:track:7eusnHDVdvqjUGAigj77XC,['Britney Spears']
1601,Take on Me,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,['a-ha']
1602,He,spotify:local:Al+Hibbler:Best+of+Al+Hibbler+%5BVarese%5D:He:189,['Al Hibbler']
1603,Ballroom Blitz,spotify:track:3Pu3IChaAoa5EjgUBv5F6x,['Sweet']
1604,"Um, Um, Um, Um, Um, Um",spotify:track:39FS8GMCTRPAgHOyaNnUSl,['Major Lance']
1605,Don't Let The Rain Come Down (Crooked Little Man),spotify:track:1NgNvFswK7R7Xi20fJSA4d,['The Serendipity Singers']
1606,Devil Or Angel,spotify:track:0PT502Gz0VXvmFT0D86eqH,['Bobby Vee']
1607,Lavender Blue,spotify:track:6Wail02XSZDAn1iMQcM4qD,['Sammy Turner']
1608,In the Mood,spotify:track:2CkKIFlKiuIurIbU9V0exv,['Ernie Fields Orchestra']
1609,Good Thing,spotify:track:0APTXTF3H7jDhyGGbgp5eT,['Paul Revere & The Raiders']
1610,I Got Rhythm,spotify:track:3Wg198R36q3E7s6eUNJbFj,['The Happenings']
1611,Let It Whip,spotify:track:3h5IJ0EzVpkiaoL174GC3M,['Dazz Band']
1612,Close To You,spotify:track:33I3oS8UkebR3KRvqxD9X0,['Maxi Priest']
1613,Without Me,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,['Eminem']
1614,My Prerogative,spotify:track:0v9kGNjkKdQUdDoBIuiph4,['Bobby Brown']
1615,Silhouettes,spotify:track:4JxKHEtoBlaw6GlJPJYQo8,"[""Herman's Hermits""]"
1616,The Name Game,spotify:track:2asFMS37sFtP1np8NgXBA0,['Shirley Ellis']
1617,Last Dance - Single Version,spotify:track:4tY01qYozc6db4gihAiIl8,['Donna Summer']
1618,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",spotify:track:1SwyDb5qUcLjukFqSCRqxy,['CHIC']
1619,"Have You Ever Really Loved A Woman? - From ""Don Juan DeMarco"" Soundtrack",spotify:track:611w1M16lnkjg6RtB5N8nM,['Bryan Adams']
1620,I'm Your Puppet,spotify:track:6H8WMHCov3QGaPLbpOMpcJ,['James & Bobby Purify']
1621,In The Still Of The Nite (I'll Remember),spotify:track:16dbGMVeJg15mLFktHX5LJ,['Boyz II Men']
1622,The Best of My Love - 2013 Remaster,spotify:track:6x8C7SBqQukeaeh9etWdZY,['Eagles']
1623,It's a Heartache,spotify:track:6908BaPYEQTc9KMAQACod6,['Bonnie Tyler']
1624,Baby (You've Got What It Takes),spotify:track:4b2bVFTra1k5B5C0E2Yp26,"['Dinah Washington', 'Brook Benton']"
1625,Overkill,spotify:track:0YYw4TXq8oteV3R7UD3JCF,['Men At Work']
1626,The Little Old Lady (From Pasadena),spotify:track:4F2w3xgfaVJdCSAqDtJULv,['Jan & Dean']
1627,A Whole New World (Aladdin's Theme),spotify:track:7fLkHVJAJLENmSvhrEHZxV,"['Peabo Bryson', 'Regina Belle']"
1628,Rubber Ball - Re-Recording,spotify:track:3HgywR4QAgY2V2nAgGsLie,['Bobby Vee']
1629,"Gonna Fly Now (Theme From ""Rocky"") - 2006 - Remaster",spotify:track:4hszow3YBRAbGGA0WbbR6r,['Bill Conti']
1630,New Kid in Town - 2013 Remaster,spotify:track:57OA7dHitTUFQ6wCtxFbBf,['Eagles']
1631,Beep Beep,spotify:track:4kbV9t3FO8op15IrpQm5Mz,['The Playmates']
1632,Sloop John B,spotify:track:2KHGgmWOmCB20y6QPmifD8,['The Beach Boys']
1633,Lady Madonna - Remastered 2015,spotify:track:1raiIrqaqRAqZmQWZlLuBd,['The Beatles']
1634,Classical Gas,spotify:track:48oT10cTda4pZUlYfqxlPR,['Mason Williams']
1635,Cherish,spotify:track:41leurKH9keV9KO7bk83uz,['Kool & The Gang']
1636,Primrose Lane,spotify:track:7Et1iWAEY2MvgT05QVBmIW,['Jerry Wallace']
1637,The Entertainer - The Sting/Soundtrack Version/Orchestra Version,spotify:track:3qq7parQQaohn9N7qKrKtE,['Marvin Hamlisch']
1638,The Fly - Rerecorded,spotify:track:4p9RZQmhMx81HqabEdYsPp,['Chubby Checker']
1639,Groove Me,spotify:track:6Ev3WGbBVBiftMGcBV5Bhg,['King Floyd']
1640,"Baby, Baby",spotify:track:3IDsegNBHC4pjGCOMTQYlU,['Amy Grant']
1641,Who Loves You,spotify:track:5MjwNUe4SSzAzsHoBjlPOm,['Frankie Valli & The Four Seasons']
1642,Holidae In,spotify:track:0FmCLEHfINGqwlyzvklNqy,"['Chingy', 'Ludacris', 'Snoop Dogg']"
1643,Always on My Mind,spotify:track:2xYQTU2bbg6WVAmpY1eae4,['Willie Nelson']
1644,That Girl,spotify:track:5bJUVGBWeE71LLu8PXkzA1,['Stevie Wonder']
1645,(We Ain't Got) Nothin' Yet,spotify:track:7sKCwyhhdzrb9nx6gmTsFE,['The Blues Magoos']
1646,Hate That I Love You,spotify:track:7iu0WYLdo4yksKf3seaxzI,"['Rihanna', 'Ne-Yo']"
1647,Man in the Mirror - Remastered Version,spotify:track:1nl09AjkuO7BBRF3BFAPsC,['Michael Jackson']
1648,Cold Hearted,spotify:track:6jrp8qBMJO6vhAeYVAsdk9,['Paula Abdul']
1649,Heartbeat It's A Love Beat,spotify:track:2nmcstJm068qfoxC51c3al,"['The DeFranco Family', 'Tony DeFranco']"
1650,Red River Rock - Original,spotify:track:1b08tLn9PpvFQf7VblbNtN,['Johnny & The Hurricanes']
1651,Love You Inside Out,spotify:track:16zfIV5XYbHneNl7cBWMAn,['Bee Gees']
1652,Fool Number One - Re-Recorded In Stereo,spotify:track:6mk0p3Ly1GLZAQVhq4eWXB,['Brenda Lee']
1653,We Got Love,spotify:track:1wVCmVpQLSVj12vs956rwf,['Bobby Rydell']
1654,Baby It's You,spotify:track:2KSwmLHkgjZCE49YFkgspo,['Smith']
1655,Got My Mind Set On You - Remastered 2004,spotify:track:3OeUlriM0EZHdWleJtjoVr,['George Harrison']
1656,Masterpiece,spotify:track:6LmiFEbuHqw8xWJfVBEJyV,['Atlantic Starr']
1657,Shakedown,spotify:track:303oOLP2Jf6M4rke52qItM,['Bob Seger']
1658,Rose Garden,spotify:track:5mJwUOv7NUUxRRRfd43BWI,['Lynn Anderson']
1659,The Way It Is,spotify:track:6V50MyHPGhEmwYu0Wdyf0t,"['Bruce Hornsby', 'The Range']"
1660,Part-Time Lover,spotify:track:6Vm43U4oIblA5CjKzWXTFY,['Stevie Wonder']
1661,1963 HITS ARCHIVE Busted - Ray Charles (#2 hit),spotify:local:::1963+HITS+ARCHIVE+Busted+-+Ray+Charles+%28%232+hit%29:125,['']
1662,Union of the Snake,spotify:track:6IIn4EKQDP1yRIqsb7bnra,['Duran Duran']
1663,Everybody,spotify:track:2ksk0lbrFsboQyPANVoeNt,['Tommy Roe']
1664,All Right Now,spotify:track:3b9Bqkzowq1XW7gflD48xe,['Free']
1665,Only Love Can Break A Heart,spotify:track:3e0tMyEItdPqZMQcZse23I,['Gene Pitney']
